224,type_b,myshop_orders_detail_print4,c_1,T,1,C,N
225,type_b,common,a_45,T,32,F,N
226,type_b,category,prod_disn_img,H,4,C,N
227,type_b,category,prod_disn_b_img,H,4,C,N
228,type_b,gonggu,prod_disn_img,H,0,C,N
229,type_b,gonggu,prod_disn_b_img,H,0,C,N
230,type_b,project,prod_disn_img,H,0,C,N
231,type_b,project,prod_disn_b_img,H,0,C,N
232,type_b,home,prod_disn_img,H,0,C,N
233,type_b,home,prod_disn_b_img,H,0,C,N
234,type_b,family_member_check,c_1,T,1,c,N
235,type_b,family_member_check,c_2,T,2,C,N
236,type_b,family_member_check,c_3,T,3,C,N
237,type_b,family_member_login,c_1,T,1,c,N
238,type_b,family_member_login,c_2,T,2,C,N
239,type_b,family_member_login,c_3,T,3,C,N
240,type_b,family_member_regist,c_1,T,1,c,N
241,type_b,family_member_regist,c_2,T,2,C,N
242,type_b,family_member_regist,c_3,T,3,C,N
243,type_b,cons_board_list,c_1,T,1,C,N
244,type_b,cons_board_list,c_2,T,2,C,N
245,type_b,cons_board_list,c_3,T,3,C,N
246,type_b,cons_board_read,c_1,T,1,C,N
247,type_b,cons_board_read,c_2,T,2,C,N
248,type_b,cons_board_read,c_3,T,3,C,N
252,type_b,cons_board_write,c_1,T,1,C,N
253,type_b,cons_board_write,c_2,T,2,C,N
254,type_b,cons_board_write,c_3,T,3,C,N
255,type_b,cons_board_reply,c_1,T,1,C,N
256,type_b,cons_board_reply,c_2,T,2,C,N
257,type_b,cons_board_reply,c_3,T,3,C,N
266,type_b,common,a_46,F,28,L,N
258,type_b,gift,c_1,T,1,C,N
259,type_b,gift,c_2,T,2,C,N
260,type_b,gift,c_3,T,3,C,N
261,type_b,gift,prod_disn_img,H,0,C,N
262,type_b,gift_select,c_1,T,1,C,N
263,type_b,gift_select,c_2,H,1,C,N
264,type_b,gift_select,c_3,T,1,C,N
265,type_b,gift_select,prod_disn_img,H,0,C,N
267,type_b,common,a_47,F,26,L,N
270,type_b,coupon_select,c_1,T,1,C,N
271,type_b,coupon_select,c_2,T,1,C,N
272,type_b,coupon_select,c_3,T,1,C,N
273,type_b,coupon_select,c_4,T,1,C,N
274,type_b,product,coupon_disn_img,H,0,C,N
275,type_b,member_register_result,coupon_disn_img,H,0,C,N
276,type_b,myboard_list,c_1,T,1,C,N
277,type_b,myboard_list,c_2,T,2,C,N
278,type_b,myboard_list,c_3,T,3,C,N
279,type_b,common,a_48,T,33,L,N
280,type_b,admindiary,c_1,T,1,C,N
281,type_b,admindiary,c_2,T,2,C,N
282,type_b,admindiary,c_3,T,3,C,N
283,type_b,common,a_49,T,33,L,N
285,type_b,board_read_blog,c_3,T,1,C,N
286,type_b,board_read_new,c_1,T,1,C,N
287,type_b,board_read_new,c_2,T,2,C,N
288,type_b,board_read_new,c_3,T,3,C,N
289,type_b,board_list_new,c_1,T,1,C,N
290,type_b,board_list_new,c_2,T,2,C,N
291,type_b,board_list_new,c_3,T,3,C,N
292,type_b,board_list_new,g_3,T,4,C,N
293,type_b,board_write_new,c_1,T,1,C,N
294,type_b,board_write_new,c_2,T,2,C,N
295,type_b,board_write_new,c_3,T,3,C,N
296,type_b,board_secret_new,c_1,T,1,C,N
297,type_b,board_secret_new,c_2,T,2,C,N
298,type_b,board_secret_new,c_3,T,3,C,N
299,type_b,del_comment_new,c_1,T,1,C,N
300,type_b,del_comment_new,c_2,T,2,C,N
301,type_b,del_comment_new,c_3,T,3,C,N
302,type_b,cons_board_list_new,c_1,T,1,C,N
303,type_b,cons_board_list_new,c_2,T,2,C,N
304,type_b,cons_board_list_new,c_3,T,3,C,N
305,type_b,cons_board_read_new,c_1,T,1,C,N
306,type_b,cons_board_read_new,c_2,T,2,C,N
307,type_b,cons_board_read_new,c_3,T,3,C,N
308,type_b,cons_board_reply_new,c_1,T,1,C,N
309,type_b,cons_board_reply_new,c_2,T,2,C,N
310,type_b,cons_board_reply_new,c_3,T,3,C,N
311,type_b,cons_board_write_new,c_1,T,1,C,N
312,type_b,cons_board_write_new,c_2,T,2,C,N
313,type_b,cons_board_write_new,c_3,T,3,C,N
315,type_b,common,a_50,F,40,R,N
316,type_b,common,a_51,F,6,R,N
317,type_b,address,c_4,F,4,C,N
318,type_b,home,c_8,T,7,C,N
319,type_b,home,c_9,F,8,C,N
320,type_b,home,c_10,F,9,C,N
341,type_b,pop_product,c_1,T,1,C,N
342,type_b,pop_order,c_1,T,1,C,N
343,type_b,common,a_54,F,41,L,N
345,type_b,board_list_new,o_3,T,5,C,N
346,type_b,board_list,o_3,T,5,C,N
350,type_b,attend_event,c_1,T,1,C,N
351,type_b,attend_event,c_2,T,2,C,N
352,type_b,attend_event,c_3,T,3,C,N
355,type_b,common,a_55,F,42,L,N
347,type_b,common,a_56,F,5,R,N
330,type_b,calendar_board_month,c_1,T,1,C,N
331,type_b,calendar_board_month,c_2,T,2,C,N
332,type_b,calendar_board_week,c_1,T,1,C,N
333,type_b,calendar_board_week,c_2,T,2,C,N
334,type_b,calendar_board_view,c_1,T,1,C,N
335,type_b,calendar_board_view,c_2,T,1,C,N
336,type_b,calendar_board_write,c_1,T,1,C,N
337,type_b,calendar_board_write,c_2,T,2,C,N
338,type_b,calendar_board_edit,c_1,T,1,C,N
339,type_b,calendar_board_edit,c_2,T,2,C,N
340,type_b,common,a_53,T,37,L,N
328,type_b,calendar_board_field,c_1,T,1,C,N
329,type_b,calendar_board_field,c_2,T,2,C,N
9,type_b,common,a_9,T,0,B,N
358,type_b,prdt_comp,c_1,T,1,C,N
359,type_b,prdt_comp,c_2,T,2,C,N
360,type_b,prdt_comp,c_3,T,3,C,N
364,type_b,pop_name_auth,c_1,T,1,C,N
365,type_b,opt_preview,c_1,T,1,C,N
366,type_b,basket_put,c_1,T,1,C,N
367,type_b,basket_confirm,c_1,T,1,C,N
369,type_b,calendar_board_day,c_1,T,1,C,N
370,type_b,calendar_board_day,c_2,T,2,C,N
380,type_b,attend_event_popup,c_1,T,1,C,N
381,type_b,attend_event_popup,c_3,T,3,C,N
371,type_b,sms_restock,sms_restock,T,0,C,N
382,type_b,intro,common_4,T,1,C,N
372,type_b,online_quotation_userinfo,c_1,T,0,C,N
373,type_b,board_main,c_1,T,1,C,N
374,type_b,board_main,c_2,T,2,C,N
375,type_b,board_main,c_3,T,3,C,N
386,type_b,common,a_57,T,1,L,N
383,type_b,coupon_zone,c_1,T,1,C,N
384,type_b,coupon_zone,c_2,T,1,C,N
385,type_b,coupon_zone,c_3,T,1,C,N
401,type_b,common,a_61,T,11,R,N
391,type_b,product_coupon_layer,c_1,T,1,C,N
390,type_b,myshop_coupon_pop_list,c_1,T,1,C,N
